,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,Number of bugs
3585,L2340,ServerBuilder.java,community/server/src/test/java/org/neo4j/server/helpers/ServerBuilder.java,L2338,26,0,373,41,0,11,310,0
3586,L2341,ServerHelper.java,community/server/src/test/java/org/neo4j/server/helpers/ServerHelper.java,L2338,15,0,121,23,0,9,2319,0
3587,L2342,Transactor.java,community/server/src/test/java/org/neo4j/server/helpers/Transactor.java,L2338,1,0,26,5,0,3,2319,0
3588,L2343,UnitOfWork.java,community/server/src/test/java/org/neo4j/server/helpers/UnitOfWork.java,L2338,1,0,5,5,0,3,2319,0
3589,L5500,DocumentationData.java,community/server/src/test/java/org/neo4j/server/rest/DocumentationData.java,L5499,4,0,84,3,0,2,3997,0
3590,L5501,JaxRsResponse.java,community/server/src/test/java/org/neo4j/server/rest/JaxRsResponse.java,L5499,4,0,85,14,0,5,5350,0
3591,L5502,JSONPrettifier.java,community/server/src/test/java/org/neo4j/server/rest/JSONPrettifier.java,L5499,4,0,49,7,0,5,505,0
3592,L5503,PrettyJSON.java,community/server/src/test/java/org/neo4j/server/rest/PrettyJSON.java,L5499,1,0,11,9,0,5,3997,0
3593,L5504,RESTDocsGenerator.java,community/server/src/test/java/org/neo4j/server/rest/RESTDocsGenerator.java,L5499,38,0,431,62,0,13,505,0
3594,L5505,RestRequest.java,community/server/src/test/java/org/neo4j/server/rest/RestRequest.java,L5499,13,0,167,9,0,4,5350,0
3595,L13994,MemoryUsedSampleableTest.java,community/server/src/test/java/org/neo4j/server/rrd/MemoryUsedSampleableTest.java,L13993,1,0,22,11,0,5,1296,0
3596,L13995,NodeIdsInUseSampleableTest.java,community/server/src/test/java/org/neo4j/server/rrd/NodeIdsInUseSampleableTest.java,L13993,1,0,48,22,0,9,2319,0
3597,L13996,PropertyCountSampleableTest.java,community/server/src/test/java/org/neo4j/server/rrd/PropertyCountSampleableTest.java,L13993,1,0,74,19,0,8,2319,0
3598,L13997,RelationshipCountSampleableTest.java,community/server/src/test/java/org/neo4j/server/rrd/RelationshipCountSampleableTest.java,L13993,1,0,48,21,0,8,2319,0
3599,L13998,RrdFactoryTest.java,community/server/src/test/java/org/neo4j/server/rrd/RrdFactoryTest.java,L13993,3,0,147,30,0,9,2472,0
3600,L13999,RrdJobTest.java,community/server/src/test/java/org/neo4j/server/rrd/RrdJobTest.java,L13993,1,0,22,7,0,4,2319,0
3601,L14000,RrdSamplerTest.java,community/server/src/test/java/org/neo4j/server/rrd/RrdSamplerTest.java,L13993,1,0,78,23,0,7,1296,0
3602,L14658,ExecutionTimeLimitTest.java,community/server/src/test/java/org/neo4j/server/web/ExecutionTimeLimitTest.java,L14657,2,0,75,11,0,5,533,0
3603,L14659,JettyThreadLimitTest.java,community/server/src/test/java/org/neo4j/server/web/JettyThreadLimitTest.java,L14657,4,0,73,10,0,6,5350,0
3604,L14660,TestJetty6WebServer.java,community/server/src/test/java/org/neo4j/server/web/TestJetty6WebServer.java,L14657,2,0,73,11,0,5,5350,0
3605,L16643,ConfiguratorTest.java,community/server/src/test/java/org/neo4j/server/configuration/ConfiguratorTest.java,L16642,1,0,83,12,0,3,1126,0
3606,L16644,DatabaseTuningPropertyFileBuilder.java,community/server/src/test/java/org/neo4j/server/configuration/DatabaseTuningPropertyFileBuilder.java,L16642,3,0,52,5,0,4,1296,0
3607,L16645,PropertyFileBuilder.java,community/server/src/test/java/org/neo4j/server/configuration/PropertyFileBuilder.java,L16642,4,0,64,11,0,6,1296,0
3608,L16646,PropertyFileConfiguratorTest.java,community/server/src/test/java/org/neo4j/server/configuration/PropertyFileConfiguratorTest.java,L16642,1,0,61,9,0,4,1296,0
3609,L17010,EphemeralDatabase.java,community/server/src/test/java/org/neo4j/server/database/EphemeralDatabase.java,L17009,2,0,31,6,0,4,505,0
3610,L17011,TestCommunityDatabase.java,community/server/src/test/java/org/neo4j/server/database/TestCommunityDatabase.java,L17009,6,0,135,7,0,6,828,0
3611,L17317,InMemoryAppender.java,community/server/src/test/java/org/neo4j/server/logging/InMemoryAppender.java,L17316,3,0,78,5,0,4,1126,0
3612,L17576,DiscoveryModuleTest.java,community/server/src/test/java/org/neo4j/server/modules/DiscoveryModuleTest.java,L17575,1,0,28,18,0,7,268,0
3613,L17577,ManagementApiModuleTest.java,community/server/src/test/java/org/neo4j/server/modules/ManagementApiModuleTest.java,L17575,1,0,34,21,0,8,5350,0
3614,L17578,RESTApiModuleTest.java,community/server/src/test/java/org/neo4j/server/modules/RESTApiModuleTest.java,L17575,1,0,34,22,0,8,268,0
3615,L17579,ThirdPartyJAXRSModuleTest.java,community/server/src/test/java/org/neo4j/server/modules/ThirdPartyJAXRSModuleTest.java,L17575,1,0,39,18,0,7,268,0
3616,L17580,WebAdminModuleTest.java,community/server/src/test/java/org/neo4j/server/modules/WebAdminModuleTest.java,L17575,1,0,58,34,0,10,2319,0
3617,L17828,HTTPLoggingPreparednessRuleTest.java,community/server/src/test/java/org/neo4j/server/preflight/HTTPLoggingPreparednessRuleTest.java,L17827,3,0,112,3,0,3,2472,0
3618,L17829,TestPerformRecoveryIfNecessary.java,community/server/src/test/java/org/neo4j/server/preflight/TestPerformRecoveryIfNecessary.java,L17827,1,0,72,2,0,1,2319,0
3619,L17830,TestPerformUpgradeIfNecessary.java,community/server/src/test/java/org/neo4j/server/preflight/TestPerformUpgradeIfNecessary.java,L17827,3,0,121,1,0,1,2319,0
3620,L17831,TestPreflightTasks.java,community/server/src/test/java/org/neo4j/server/preflight/TestPreflightTasks.java,L17827,3,0,101,1,0,1,2319,0
3621,L18143,TestScriptExecutorFactoryRepository.java,community/server/src/test/java/org/neo4j/server/scripting/TestScriptExecutorFactoryRepository.java,L18142,1,0,26,2,0,2,2472,0
3622,L18312,TestKeyStoreFactory.java,community/server/src/test/java/org/neo4j/server/security/TestKeyStoreFactory.java,L18311,1,0,19,3,0,3,1126,0
3623,L18313,TestSslCertificateFactory.java,community/server/src/test/java/org/neo4j/server/security/TestSslCertificateFactory.java,L18311,1,0,20,3,0,3,1126,0
3624,L77658,EntityOutputFormat.java,community/server/src/test/java/org/neo4j/test/server/EntityOutputFormat.java,L77657,1,0,38,3,0,3,7,0
3625,L77659,ExclusiveServerTestBase.java,community/server/src/test/java/org/neo4j/test/server/ExclusiveServerTestBase.java,L77657,1,0,10,1,0,1,1636,0
3626,L77660,ServerHolder.java,community/server/src/test/java/org/neo4j/test/server/ServerHolder.java,L77657,8,0,59,6,0,5,5350,0
3627,L77661,SharedServerTestBase.java,community/server/src/test/java/org/neo4j/test/server/SharedServerTestBase.java,L77657,4,0,57,11,0,9,310,0
3628,L5572,CypherResultRepresentationTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/CypherResultRepresentationTest.java,L5571,1,0,74,4,0,4,310,0
3629,L5573,DatabaseRepresentationTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/DatabaseRepresentationTest.java,L5571,1,0,21,7,0,4,1636,0
3630,L5574,DiscoveryRepresentationTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/DiscoveryRepresentationTest.java,L5571,1,0,24,10,0,5,1636,0
3631,L5575,MapRepresentationTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/MapRepresentationTest.java,L5571,1,0,19,4,0,4,310,0
3632,L5576,NodeRepresentationTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/NodeRepresentationTest.java,L5571,1,0,114,5,0,4,5350,0
3633,L5577,OutputFormatProviderTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/OutputFormatProviderTest.java,L5571,1,0,171,4,0,2,1126,0
3634,L5578,PropertiesRepresentationTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/PropertiesRepresentationTest.java,L5571,4,0,85,2,0,2,1636,0
3635,L5579,RelationshipRepresentationTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/RelationshipRepresentationTest.java,L5571,1,0,88,4,0,3,7,0
3636,L5580,RepresentationFormatRepositoryTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationFormatRepositoryTest.java,L5571,1,0,97,6,0,4,310,0
3637,L5581,RepresentationTestAccess.java,community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationTestAccess.java,L5571,4,0,112,4,0,3,5350,0
3638,L5582,RepresentationTestBase.java,community/server/src/test/java/org/neo4j/server/rest/repr/RepresentationTestBase.java,L5571,1,0,28,6,0,5,1636,0
3639,L5583,TestExceptionRepresentation.java,community/server/src/test/java/org/neo4j/server/rest/repr/TestExceptionRepresentation.java,L5571,1,0,33,6,0,5,505,0
3640,L8653,DatabaseActionsTest.java,community/server/src/test/java/org/neo4j/server/rest/web/DatabaseActionsTest.java,L8652,19,0,901,61,0,13,2472,0
3641,L8654,DatabaseMetadataServiceTest.java,community/server/src/test/java/org/neo4j/server/rest/web/DatabaseMetadataServiceTest.java,L8652,1,0,36,10,0,6,533,0
3642,L8655,ModelBuilder.java,community/server/src/test/java/org/neo4j/server/rest/web/ModelBuilder.java,L8652,1,0,57,12,0,8,1,0
3643,L8656,PagingTraversalTest.java,community/server/src/test/java/org/neo4j/server/rest/web/PagingTraversalTest.java,L8652,3,0,201,30,0,10,2319,0
3644,L8657,RestfulGraphDatabasePagedTraversalTest.java,community/server/src/test/java/org/neo4j/server/rest/web/RestfulGraphDatabasePagedTraversalTest.java,L8652,3,0,165,18,0,8,2319,0
3645,L8658,RestfulGraphDatabaseTest.java,community/server/src/test/java/org/neo4j/server/rest/web/RestfulGraphDatabaseTest.java,L8652,26,0,1592,82,0,16,505,0
3646,L8659,WebHelper.java,community/server/src/test/java/org/neo4j/server/rest/web/WebHelper.java,L8652,3,0,47,3,0,3,505,0
3647,L11825,FakeClock.java,community/server/src/test/java/org/neo4j/server/rest/paging/FakeClock.java,L11824,1,0,18,3,0,1,1126,0
3648,L11826,HexMatcher.java,community/server/src/test/java/org/neo4j/server/rest/paging/HexMatcher.java,L11824,1,0,31,2,0,1,1126,0
3649,L11827,LeaseManagerTest.java,community/server/src/test/java/org/neo4j/server/rest/paging/LeaseManagerTest.java,L11824,1,0,63,3,0,1,1126,0
3650,L11828,LeaseTest.java,community/server/src/test/java/org/neo4j/server/rest/paging/LeaseTest.java,L11824,1,0,48,3,0,1,1126,0
3651,L11829,PagedTraverserTest.java,community/server/src/test/java/org/neo4j/server/rest/paging/PagedTraverserTest.java,L11824,4,0,98,9,0,6,533,0
3652,L12289,UriPathWildcardMatcherTest.java,community/server/src/test/java/org/neo4j/server/rest/security/UriPathWildcardMatcherTest.java,L12288,1,0,87,3,0,2,1126,0
3653,L12645,BatchOperationsTest.java,community/server/src/test/java/org/neo4j/server/rest/batch/BatchOperationsTest.java,L12644,1,0,26,5,0,4,505,0
3654,L12836,DiscoveryServiceTest.java,community/server/src/test/java/org/neo4j/server/rest/discovery/DiscoveryServiceTest.java,L12835,1,0,67,14,0,6,5350,0
3655,L12881,GraphDbHelper.java,community/server/src/test/java/org/neo4j/server/rest/domain/GraphDbHelper.java,L12880,9,0,341,29,0,8,2472,0
3656,L12882,PropertySettingStrategyTest.java,community/server/src/test/java/org/neo4j/server/rest/domain/PropertySettingStrategyTest.java,L12880,1,0,129,2,0,1,2319,0
3657,L12883,TraversalDescriptionBuilderTest.java,community/server/src/test/java/org/neo4j/server/rest/domain/TraversalDescriptionBuilderTest.java,L12880,1,0,29,3,0,3,505,0
3658,L12884,UriToDatabaseMatcherTest.java,community/server/src/test/java/org/neo4j/server/rest/domain/UriToDatabaseMatcherTest.java,L12880,1,0,20,3,0,2,1126,0
3659,L16806,DatabaseLocationMustBeSpecifiedRuleTest.java,community/server/src/test/java/org/neo4j/server/configuration/validation/DatabaseLocationMustBeSpecifiedRuleTest.java,L16805,1,0,14,1,0,1,1126,0
3660,L16807,ValidatorTest.java,community/server/src/test/java/org/neo4j/server/configuration/validation/ValidatorTest.java,L16805,1,0,73,3,0,2,1126,0
3661,L16808,WebadminConfigurationRuleTest.java,community/server/src/test/java/org/neo4j/server/configuration/validation/WebadminConfigurationRuleTest.java,L16805,1,0,76,10,0,4,1126,0
3662,L18155,TestGlobalJavascriptInitializer.java,community/server/src/test/java/org/neo4j/server/scripting/javascript/TestGlobalJavascriptInitializer.java,L18154,1,0,17,2,0,2,2472,0
3663,L18156,TestJavascriptExecutor.java,community/server/src/test/java/org/neo4j/server/scripting/javascript/TestJavascriptExecutor.java,L18154,1,0,55,2,0,2,2472,0
3664,L18157,TestJavascriptSecurityRestrictions.java,community/server/src/test/java/org/neo4j/server/scripting/javascript/TestJavascriptSecurityRestrictions.java,L18154,1,0,45,6,0,5,505,0
3665,L18158,TestWhiteListClassShutter.java,community/server/src/test/java/org/neo4j/server/scripting/javascript/TestWhiteListClassShutter.java,L18154,1,0,25,2,0,2,2472,0
3666,L18159,TestWhiteListJavaWrapper.java,community/server/src/test/java/org/neo4j/server/scripting/javascript/TestWhiteListJavaWrapper.java,L18154,2,0,73,6,0,5,505,0
3667,L6772,CompactJsonFormatTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/formats/CompactJsonFormatTest.java,L6771,1,0,54,11,0,6,310,0
3668,L6773,DefaultFormatTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/formats/DefaultFormatTest.java,L6771,1,0,70,3,0,2,1126,0
3669,L6774,JsonFormatTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/formats/JsonFormatTest.java,L6771,1,0,130,4,0,3,310,0
3670,L6775,JsonInputTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/formats/JsonInputTest.java,L6771,1,0,49,7,0,5,5350,0
3671,L6776,StreamingJsonFormatPerformanceTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/formats/StreamingJsonFormatPerformanceTest.java,L6771,4,0,79,5,0,4,505,0
3672,L6777,StreamingJsonFormatTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/formats/StreamingJsonFormatTest.java,L6771,1,0,116,5,0,4,310,0
3673,L6778,UrlFormFormatTest.java,community/server/src/test/java/org/neo4j/server/rest/repr/formats/UrlFormFormatTest.java,L6771,1,0,53,3,0,2,5350,0
3674,L15713,ServerRootRepresentationTest.java,community/server/src/test/java/org/neo4j/server/webadmin/rest/representations/ServerRootRepresentationTest.java,L15712,1,0,24,8,0,6,505,0
3675,L3478,CloneSubgraphPluginTest.java,community/server/src/plugintest/java/org/neo4j/server/plugins/CloneSubgraphPluginTest.java,L3477,4,0,160,14,0,9,2319,0
3676,L3479,ExtensionListingFunctionalTest.java,community/server/src/plugintest/java/org/neo4j/server/plugins/ExtensionListingFunctionalTest.java,L3477,1,0,65,7,0,5,1636,0
3677,L3480,FunctionalTestPlugin.java,community/server/src/plugintest/java/org/neo4j/server/plugins/FunctionalTestPlugin.java,L3477,4,0,182,7,0,4,2319,0
3678,L3481,GraphCloner.java,community/server/src/plugintest/java/org/neo4j/server/plugins/GraphCloner.java,L3477,8,0,109,5,0,3,2319,0
3679,L3482,Plugin.java,community/server/src/plugintest/java/org/neo4j/server/plugins/Plugin.java,L3477,4,0,173,5,0,3,2319,0
3680,L3483,PluginFunctionalTest.java,community/server/src/plugintest/java/org/neo4j/server/plugins/PluginFunctionalTest.java,L3477,3,0,327,11,0,7,505,0
3681,L3484,PluginFunctionalTestHelper.java,community/server/src/plugintest/java/org/neo4j/server/plugins/PluginFunctionalTestHelper.java,L3477,1,0,137,9,0,6,505,0
3682,L3485,PluginManagerTest.java,community/server/src/plugintest/java/org/neo4j/server/plugins/PluginManagerTest.java,L3477,2,0,47,8,0,6,533,0
3683,L15175,AbstractExclusiveServerWebadminTest.java,community/server/src/webtest/java/org/neo4j/server/webadmin/AbstractExclusiveServerWebadminTest.java,L15174,2,0,25,2,0,2,2472,0
3684,L15176,AbstractWebadminTest.java,community/server/src/webtest/java/org/neo4j/server/webadmin/AbstractWebadminTest.java,L15174,7,0,92,13,0,6,2319,0
3685,L15177,ConsoleWebIT.java,community/server/src/webtest/java/org/neo4j/server/webadmin/ConsoleWebIT.java,L15174,1,0,76,17,0,5,1634,0
3686,L15178,DatabrowserWebIT.java,community/server/src/webtest/java/org/neo4j/server/webadmin/DatabrowserWebIT.java,L15174,1,0,83,9,0,4,2472,0
3687,L15179,DiscoverAvailableConsolesWebIT.java,community/server/src/webtest/java/org/neo4j/server/webadmin/DiscoverAvailableConsolesWebIT.java,L15174,1,0,59,4,0,3,1634,0
3688,L15180,IndexManagerWebIT.java,community/server/src/webtest/java/org/neo4j/server/webadmin/IndexManagerWebIT.java,L15174,1,0,39,4,0,3,2472,0
3689,L15181,LoadingSpinnerWebIT.java,community/server/src/webtest/java/org/neo4j/server/webadmin/LoadingSpinnerWebIT.java,L15174,1,0,15,3,0,2,5350,0
3690,L15182,RedirectWebIT.java,community/server/src/webtest/java/org/neo4j/server/webadmin/RedirectWebIT.java,L15174,1,0,9,2,0,2,5350,0
3691,L15183,ServerInfoWebIT.java,community/server/src/webtest/java/org/neo4j/server/webadmin/ServerInfoWebIT.java,L15174,1,0,12,2,0,2,5350,0
3692,L18726,BrowserTitleIs.java,community/server/src/webtest/java/org/neo4j/server/webdriver/BrowserTitleIs.java,L18725,2,0,28,4,0,2,2319,0
3693,L18727,BrowserUrlIs.java,community/server/src/webtest/java/org/neo4j/server/webdriver/BrowserUrlIs.java,L18725,2,0,27,4,0,2,2319,0
3694,L18728,Condition.java,community/server/src/webtest/java/org/neo4j/server/webdriver/Condition.java,L18725,4,0,39,5,0,2,5350,0
3695,L18729,ConditionFailedException.java,community/server/src/webtest/java/org/neo4j/server/webdriver/ConditionFailedException.java,L18725,1,0,8,4,0,2,2319,0
3696,L18730,ConditionTimeoutException.java,community/server/src/webtest/java/org/neo4j/server/webdriver/ConditionTimeoutException.java,L18725,1,0,11,4,0,2,5350,0
3697,L18731,ElementAttributeIs.java,community/server/src/webtest/java/org/neo4j/server/webdriver/ElementAttributeIs.java,L18725,6,0,31,1,0,1,2319,0
3698,L18732,ElementReference.java,community/server/src/webtest/java/org/neo4j/server/webdriver/ElementReference.java,L18725,10,0,111,9,0,5,533,0
3699,L18733,ElementTextIs.java,community/server/src/webtest/java/org/neo4j/server/webdriver/ElementTextIs.java,L18725,6,0,29,1,0,1,2319,0
3700,L18734,ElementVisible.java,community/server/src/webtest/java/org/neo4j/server/webdriver/ElementVisible.java,L18725,4,0,37,8,0,4,1634,0
3701,L18735,WebadminWebdriverLibrary.java,community/server/src/webtest/java/org/neo4j/server/webdriver/WebadminWebdriverLibrary.java,L18725,5,0,112,29,0,5,2472,0
3702,L18736,WebdriverChromeDriver.java,community/server/src/webtest/java/org/neo4j/server/webdriver/WebdriverChromeDriver.java,L18725,7,0,80,2,0,2,5350,0
