,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous fixes,Number of previous modifications,Number of bugs
753,L3535,AllMembersSupplier.java,src/main/java/org/junit/experimental/theories/internal/AllMembersSupplier.java,L3534,17,0,99,0,0,0,14,1
754,L3536,Assignments.java,src/main/java/org/junit/experimental/theories/internal/Assignments.java,L3534,7,0,101,0,0,0,9,0
755,L3537,ParameterizedAssertionError.java,src/main/java/org/junit/experimental/theories/internal/ParameterizedAssertionError.java,L3534,4,0,38,0,0,0,2,0
756,L3851,TestedOn.java,src/main/java/org/junit/experimental/theories/suppliers/TestedOn.java,L3850,1,0,9,0,0,0,1,0
757,L3852,TestedOnSupplier.java,src/main/java/org/junit/experimental/theories/suppliers/TestedOnSupplier.java,L3850,2,0,18,0,0,0,2,1
758,L4838,EachTestNotifier.java,src/main/java/org/junit/internal/runners/model/EachTestNotifier.java,L4837,3,0,34,0,0,0,8,0
759,L4839,MultipleFailureException.java,src/main/java/org/junit/internal/runners/model/MultipleFailureException.java,L4837,3,0,19,0,0,0,4,0
760,L4840,ReflectiveCallable.java,src/main/java/org/junit/internal/runners/model/ReflectiveCallable.java,L4837,2,0,12,0,0,0,1,0
761,L4880,ExpectException.java,src/main/java/org/junit/internal/runners/statements/ExpectException.java,L4879,4,0,28,0,0,0,4,0
762,L4881,Fail.java,src/main/java/org/junit/internal/runners/statements/Fail.java,L4879,1,0,12,0,0,0,2,0
763,L4882,FailOnTimeout.java,src/main/java/org/junit/internal/runners/statements/FailOnTimeout.java,L4879,4,0,36,0,0,0,4,0
764,L4883,InvokeMethod.java,src/main/java/org/junit/internal/runners/statements/InvokeMethod.java,L4879,1,0,15,0,0,0,3,0
765,L4884,RunAfters.java,src/main/java/org/junit/internal/runners/statements/RunAfters.java,L4879,4,0,34,0,0,0,6,0
766,L4885,RunBefores.java,src/main/java/org/junit/internal/runners/statements/RunBefores.java,L4879,2,0,20,0,0,0,4,0
767,L1634,AllTests.java,src/test/java/junit/samples/AllTests.java,L1633,1,0,15,0,0,0,1,0
768,L1635,ListTest.java,src/test/java/junit/samples/ListTest.java,L1633,3,0,54,0,0,0,1,0
769,L1636,package-info.java,src/test/java/junit/samples/package-info.java,L1633,1,0,1,0,0,0,1,0
770,L1637,SimpleTest.java,src/test/java/junit/samples/SimpleTest.java,L1633,1,0,35,0,0,0,1,0
771,L1897,AllTests.java,src/test/java/junit/tests/AllTests.java,L1896,1,0,15,0,0,0,1,0
772,L1898,package-info.java,src/test/java/junit/tests/package-info.java,L1896,1,0,1,0,0,0,1,0
773,L1899,WasRun.java,src/test/java/junit/tests/WasRun.java,L1896,1,0,9,0,0,0,1,0
774,L1688,IMoney.java,src/test/java/junit/samples/money/IMoney.java,L1687,1,0,11,0,0,0,1,0
775,L1689,Money.java,src/test/java/junit/samples/money/Money.java,L1687,7,0,65,0,0,0,1,0
776,L1690,MoneyBag.java,src/test/java/junit/samples/money/MoneyBag.java,L1687,20,0,108,0,0,0,1,0
777,L1691,MoneyTest.java,src/test/java/junit/samples/money/MoneyTest.java,L1687,1,0,123,0,0,0,1,0
778,L1692,package-info.java,src/test/java/junit/samples/money/package-info.java,L1687,1,0,1,0,0,0,1,0
779,L1913,ActiveTestTest.java,src/test/java/junit/tests/extensions/ActiveTestTest.java,L1912,2,0,51,0,0,0,1,0
780,L1914,AllTests.java,src/test/java/junit/tests/extensions/AllTests.java,L1912,1,0,15,0,0,0,1,0
781,L1915,ExtensionTest.java,src/test/java/junit/tests/extensions/ExtensionTest.java,L1912,1,0,78,0,0,0,1,0
782,L1916,package-info.java,src/test/java/junit/tests/extensions/package-info.java,L1912,1,0,1,0,0,0,1,0
783,L1917,RepeatedTestTest.java,src/test/java/junit/tests/extensions/RepeatedTestTest.java,L1912,2,0,50,0,0,0,1,0
784,L2029,AllTests.java,src/test/java/junit/tests/framework/AllTests.java,L2028,1,0,22,0,0,0,1,0
785,L2030,AssertTest.java,src/test/java/junit/tests/framework/AssertTest.java,L2028,13,0,120,0,0,0,1,1
786,L2031,ComparisonCompactorTest.java,src/test/java/junit/tests/framework/ComparisonCompactorTest.java,L2028,1,0,81,0,0,0,1,0
787,L2032,ComparisonFailureTest.java,src/test/java/junit/tests/framework/ComparisonFailureTest.java,L2028,2,0,17,0,0,0,1,0
788,L2033,DoublePrecisionAssertTest.java,src/test/java/junit/tests/framework/DoublePrecisionAssertTest.java,L2028,5,0,42,0,0,0,1,0
789,L2034,Failure.java,src/test/java/junit/tests/framework/Failure.java,L2028,1,0,8,0,0,0,1,0
790,L2035,FloatAssertTest.java,src/test/java/junit/tests/framework/FloatAssertTest.java,L2028,6,0,49,0,0,0,1,0
791,L2036,InheritedTestCase.java,src/test/java/junit/tests/framework/InheritedTestCase.java,L2028,1,0,5,0,0,0,1,0
792,L2037,NoArgTestCaseTest.java,src/test/java/junit/tests/framework/NoArgTestCaseTest.java,L2028,1,0,6,0,0,0,1,0
793,L2038,NoTestCaseClass.java,src/test/java/junit/tests/framework/NoTestCaseClass.java,L2028,1,0,5,0,0,0,1,0
794,L2039,NoTestCases.java,src/test/java/junit/tests/framework/NoTestCases.java,L2028,1,0,6,0,0,0,1,0
795,L2040,NotPublicTestCase.java,src/test/java/junit/tests/framework/NotPublicTestCase.java,L2028,1,0,8,0,0,0,1,0
796,L2041,NotVoidTestCase.java,src/test/java/junit/tests/framework/NotVoidTestCase.java,L2028,1,0,9,0,0,0,1,0
797,L2042,OneTestCase.java,src/test/java/junit/tests/framework/OneTestCase.java,L2028,1,0,10,0,0,0,1,0
798,L2043,OverrideTestCase.java,src/test/java/junit/tests/framework/OverrideTestCase.java,L2028,1,0,6,0,0,0,1,0
799,L2044,package-info.java,src/test/java/junit/tests/framework/package-info.java,L2028,1,0,1,0,0,0,1,0
800,L2045,Success.java,src/test/java/junit/tests/framework/Success.java,L2028,1,0,9,0,0,0,1,0
801,L2046,SuiteTest.java,src/test/java/junit/tests/framework/SuiteTest.java,L2028,1,0,81,0,0,0,1,1
802,L2047,TestCaseTest.java,src/test/java/junit/tests/framework/TestCaseTest.java,L2028,2,0,169,0,0,0,1,0
803,L2048,TestImplementorTest.java,src/test/java/junit/tests/framework/TestImplementorTest.java,L2028,1,0,43,0,0,0,1,0
804,L2049,TestListenerTest.java,src/test/java/junit/tests/framework/TestListenerTest.java,L2028,1,0,65,0,0,0,1,0
805,L2394,AllTests.java,src/test/java/junit/tests/runner/AllTests.java,L2393,1,0,21,0,0,0,1,0
806,L2395,BaseTestRunnerTest.java,src/test/java/junit/tests/runner/BaseTestRunnerTest.java,L2393,1,0,42,0,0,0,2,0
807,L2396,package-info.java,src/test/java/junit/tests/runner/package-info.java,L2393,1,0,1,0,0,0,1,0
808,L2397,StackFilterTest.java,src/test/java/junit/tests/runner/StackFilterTest.java,L2393,1,0,40,0,0,0,1,0
809,L2398,TextFeedbackTest.java,src/test/java/junit/tests/runner/TextFeedbackTest.java,L2393,2,0,91,0,0,0,1,0
810,L2399,TextRunnerSingleMethodTest.java,src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java,L2393,1,0,27,0,0,0,1,0
811,L2400,TextRunnerTest.java,src/test/java/junit/tests/runner/TextRunnerTest.java,L2393,3,0,50,0,0,0,1,0
812,L6439,ListTest.java,src/test/java/org/junit/samples/ListTest.java,L6438,3,0,63,0,0,0,1,0
813,L6440,package-info.java,src/test/java/org/junit/samples/package-info.java,L6438,1,0,1,0,0,0,1,0
814,L6441,SimpleTest.java,src/test/java/org/junit/samples/SimpleTest.java,L6438,1,0,28,0,0,0,1,0
815,L6526,AllTests.java,src/test/java/org/junit/tests/AllTests.java,L6525,1,0,139,2,20,0,45,3
816,L6527,ObjectContractTest.java,src/test/java/org/junit/tests/ObjectContractTest.java,L6525,3,0,39,0,0,0,3,0
817,L6528,package-info.java,src/test/java/org/junit/tests/package-info.java,L6525,1,0,1,0,0,0,1,0
818,L6529,ParentRunnerTest.java,src/test/java/org/junit/tests/ParentRunnerTest.java,L6525,1,0,38,0,0,0,4,1
819,L6530,TestSystem.java,src/test/java/org/junit/tests/TestSystem.java,L6525,1,0,23,0,0,0,1,0
820,L6468,MoneyTest.java,src/test/java/org/junit/samples/money/MoneyTest.java,L6467,1,0,136,0,0,0,1,0
821,L6469,package-info.java,src/test/java/org/junit/samples/money/package-info.java,L6467,1,0,1,0,0,0,1,0
822,L6729,AssertionTest.java,src/test/java/org/junit/tests/assertion/AssertionTest.java,L6728,25,0,385,0,0,0,20,0
823,L6730,BothTest.java,src/test/java/org/junit/tests/assertion/BothTest.java,L6728,6,0,60,0,0,0,14,0
824,L6731,EachTest.java,src/test/java/org/junit/tests/assertion/EachTest.java,L6728,1,0,11,0,0,0,5,0
825,L6858,JUnit4ClassRunnerTest.java,src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java,L6857,1,0,43,0,0,0,3,0
826,L6884,AnnotatedDescriptionTest.java,src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java,L6883,1,0,78,0,0,0,2,0
827,L6885,SuiteDescriptionTest.java,src/test/java/org/junit/tests/description/SuiteDescriptionTest.java,L6883,1,0,29,0,0,0,1,0
828,L6886,TestDescriptionTest.java,src/test/java/org/junit/tests/description/TestDescriptionTest.java,L6883,1,0,9,0,0,0,2,0
829,L6950,AssumptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionTest.java,L6949,4,0,148,0,0,0,11,0
830,L6951,AssumptionViolatedExceptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java,L6949,1,0,44,0,0,0,8,0
831,L6952,ExperimentalTests.java,src/test/java/org/junit/tests/experimental/ExperimentalTests.java,L6949,1,0,25,0,0,0,2,0
832,L6953,MatcherTest.java,src/test/java/org/junit/tests/experimental/MatcherTest.java,L6949,1,0,35,0,0,0,2,0
833,L8397,AllTestsTest.java,src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java,L8396,1,0,68,0,0,0,5,0
834,L8398,ClassRequestTest.java,src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java,L8396,1,0,16,0,0,0,3,0
835,L8399,ForwardCompatibilityPrintingTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java,L8396,2,0,76,0,0,0,1,0
836,L8400,ForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java,L8396,1,0,191,0,0,0,1,0
837,L8401,InitializationErrorForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/InitializationErrorForwardCompatibilityTest.java,L8396,1,0,82,0,0,0,3,0
838,L8402,JUnit38ClassRunnerTest.java,src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java,L8396,1,0,66,1,4,0,4,0
839,L8403,OldTestClassAdaptingListenerTest.java,src/test/java/org/junit/tests/junit3compatibility/OldTestClassAdaptingListenerTest.java,L8396,1,0,25,0,0,0,3,0
840,L8404,OldTests.java,src/test/java/org/junit/tests/junit3compatibility/OldTests.java,L8396,1,0,10,0,0,0,1,0
841,L8405,SuiteMethodTest.java,src/test/java/org/junit/tests/junit3compatibility/SuiteMethodTest.java,L8396,1,0,99,0,0,0,1,0
842,L8713,ListenerTest.java,src/test/java/org/junit/tests/listening/ListenerTest.java,L8712,1,0,31,0,0,0,1,0
843,L8714,RunnerTest.java,src/test/java/org/junit/tests/listening/RunnerTest.java,L8712,1,0,57,0,0,0,1,0
844,L8715,TestListenerTest.java,src/test/java/org/junit/tests/listening/TestListenerTest.java,L8712,1,0,52,0,0,0,1,0
845,L8716,TextListenerTest.java,src/test/java/org/junit/tests/listening/TextListenerTest.java,L8712,1,0,53,0,0,0,7,0
846,L8717,UserStopTest.java,src/test/java/org/junit/tests/listening/UserStopTest.java,L8712,1,0,22,0,0,0,1,0
847,L8849,FilterableTest.java,src/test/java/org/junit/tests/manipulation/FilterableTest.java,L8848,1,0,51,0,0,0,5,0
848,L8850,SingleMethodTest.java,src/test/java/org/junit/tests/manipulation/SingleMethodTest.java,L8848,1,0,135,0,0,0,2,0
849,L8851,SortableTest.java,src/test/java/org/junit/tests/manipulation/SortableTest.java,L8848,1,0,119,0,0,0,2,0
850,L9893,BadlyFormedClassesTest.java,src/test/java/org/junit/tests/validation/BadlyFormedClassesTest.java,L9892,1,0,52,0,0,0,3,0
851,L9894,FailedConstructionTest.java,src/test/java/org/junit/tests/validation/FailedConstructionTest.java,L9892,1,0,24,0,0,0,1,0
852,L9895,InaccessibleBaseClassTest.java,src/test/java/org/junit/tests/validation/InaccessibleBaseClassTest.java,L9892,1,0,11,0,0,0,4,0
853,L9896,ValidationTest.java,src/test/java/org/junit/tests/validation/ValidationTest.java,L9892,1,0,29,0,0,0,3,0
854,L7031,CategoryTest.java,src/test/java/org/junit/tests/experimental/categories/CategoryTest.java,L7030,1,0,204,1,20,0,8,0
855,L7208,DescriptionTest.java,src/test/java/org/junit/tests/experimental/max/DescriptionTest.java,L7207,1,0,18,0,0,0,1,0
856,L7209,JUnit38SortingTest.java,src/test/java/org/junit/tests/experimental/max/JUnit38SortingTest.java,L7207,2,0,43,0,0,0,7,0
857,L7210,MaxStarterTest.java,src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java,L7207,2,0,265,1,4,0,33,0
858,L7331,ParallelClassTest.java,src/test/java/org/junit/tests/experimental/parallel/ParallelClassTest.java,L7330,1,0,46,0,0,0,12,0
859,L7332,ParallelMethodTest.java,src/test/java/org/junit/tests/experimental/parallel/ParallelMethodTest.java,L7330,2,0,39,0,0,0,10,0
860,L7384,PrintableResultTest.java,src/test/java/org/junit/tests/experimental/results/PrintableResultTest.java,L7383,1,0,43,0,0,0,6,0
861,L7385,ResultMatchersTest.java,src/test/java/org/junit/tests/experimental/results/ResultMatchersTest.java,L7383,1,0,19,0,0,0,5,0
862,L7412,ExpectedExceptionRuleTest.java,src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionRuleTest.java,L7411,1,0,191,0,0,0,5,0
863,L7413,ExternalResourceRuleTest.java,src/test/java/org/junit/tests/experimental/rules/ExternalResourceRuleTest.java,L7411,1,0,31,0,0,0,2,0
864,L7414,NameRulesTest.java,src/test/java/org/junit/tests/experimental/rules/NameRulesTest.java,L7411,1,0,14,0,0,0,2,0
865,L7415,RulesTest.java,src/test/java/org/junit/tests/experimental/rules/RulesTest.java,L7411,1,0,201,1,4,0,7,0
866,L7416,TempFolderRuleTest.java,src/test/java/org/junit/tests/experimental/rules/TempFolderRuleTest.java,L7411,1,0,59,0,0,0,3,0
867,L7417,TimeoutRuleTest.java,src/test/java/org/junit/tests/experimental/rules/TimeoutRuleTest.java,L7411,3,0,33,0,0,0,3,0
868,L7418,VerifierRuleTest.java,src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java,L7411,1,0,103,0,0,0,3,0
869,L7784,AllMembersSupplierTest.java,src/test/java/org/junit/tests/experimental/theories/AllMembersSupplierTest.java,L7783,1,0,28,0,0,0,3,0
870,L7785,ParameterizedAssertionErrorTest.java,src/test/java/org/junit/tests/experimental/theories/ParameterizedAssertionErrorTest.java,L7783,1,0,63,0,0,0,8,0
871,L7786,ParameterSignatureTest.java,src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java,L7783,1,0,48,0,0,0,4,0
872,L9050,EnclosedTest.java,src/test/java/org/junit/tests/running/classes/EnclosedTest.java,L9049,1,0,35,0,0,0,2,0
873,L9051,IgnoreClassTest.java,src/test/java/org/junit/tests/running/classes/IgnoreClassTest.java,L9049,1,0,22,0,0,0,4,0
874,L9052,ParameterizedTestTest.java,src/test/java/org/junit/tests/running/classes/ParameterizedTestTest.java,L9049,1,0,178,0,0,0,9,0
875,L9053,RunWithTest.java,src/test/java/org/junit/tests/running/classes/RunWithTest.java,L9049,1,0,67,0,0,0,1,0
876,L9054,SuiteTest.java,src/test/java/org/junit/tests/running/classes/SuiteTest.java,L9049,1,0,133,1,4,0,6,0
877,L9055,TestClassTest.java,src/test/java/org/junit/tests/running/classes/TestClassTest.java,L9049,1,0,69,0,0,0,15,1
878,L9056,UseSuiteAsASuperclassTest.java,src/test/java/org/junit/tests/running/classes/UseSuiteAsASuperclassTest.java,L9049,1,0,37,0,0,0,3,0
879,L9325,CommandLineTest.java,src/test/java/org/junit/tests/running/core/CommandLineTest.java,L9324,1,0,54,0,0,0,1,0
880,L9326,JUnitCoreReturnsCorrectExitCodeTest.java,src/test/java/org/junit/tests/running/core/JUnitCoreReturnsCorrectExitCodeTest.java,L9324,1,0,31,0,0,0,1,0
881,L9327,SystemExitTest.java,src/test/java/org/junit/tests/running/core/SystemExitTest.java,L9324,2,0,22,0,0,0,1,0
882,L9386,AnnotationTest.java,src/test/java/org/junit/tests/running/methods/AnnotationTest.java,L9385,1,0,455,0,0,0,8,0
883,L9387,ExpectedTest.java,src/test/java/org/junit/tests/running/methods/ExpectedTest.java,L9385,1,0,51,0,0,0,1,0
884,L9388,InheritedTestTest.java,src/test/java/org/junit/tests/running/methods/InheritedTestTest.java,L9385,1,0,26,0,0,0,1,0
885,L9389,ParameterizedTestMethodTest.java,src/test/java/org/junit/tests/running/methods/ParameterizedTestMethodTest.java,L9385,2,0,89,0,0,0,6,0
886,L9390,TestMethodTest.java,src/test/java/org/junit/tests/running/methods/TestMethodTest.java,L9385,2,0,124,0,0,0,12,0
887,L9391,TimeoutTest.java,src/test/java/org/junit/tests/running/methods/TimeoutTest.java,L9385,6,0,142,0,0,0,8,0
888,L9899,Sub.java,src/test/java/org/junit/tests/validation/anotherpackage/Sub.java,L9898,1,0,3,0,0,0,1,0
889,L9900,Super.java,src/test/java/org/junit/tests/validation/anotherpackage/Super.java,L9898,1,0,5,0,0,0,1,0
890,L7798,Correspondent.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Correspondent.java,L7797,1,0,4,0,0,0,1,0
891,L7799,Guesser.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java,L7797,8,0,99,0,0,0,4,0
892,L7800,GuesserQueue.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/GuesserQueue.java,L7797,3,0,46,0,0,0,3,0
893,L7801,MethodCall.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/MethodCall.java,L7797,4,0,44,0,0,0,1,0
894,L7802,ReguessableValue.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java,L7797,1,0,11,0,0,0,2,0
895,L7803,StringableObject.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java,L7797,3,0,21,0,0,0,1,0
896,L7804,Stub.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Stub.java,L7797,1,0,6,0,0,0,1,0
897,L7805,StubbedTheories.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java,L7797,4,0,52,0,0,0,7,0
898,L7806,StubbedTheoriesTest.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheoriesTest.java,L7797,1,0,14,0,0,0,1,0
899,L8080,SuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/SuccessfulWithDataPointFields.java,L8079,1,0,158,0,0,0,4,0
900,L8081,TheoriesPerformanceTest.java,src/test/java/org/junit/tests/experimental/theories/runner/TheoriesPerformanceTest.java,L8079,1,0,26,0,0,0,3,0
901,L8082,UnsuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/UnsuccessfulWithDataPointFields.java,L8079,1,0,104,0,0,0,10,0
902,L8083,WhenNoParametersMatch.java,src/test/java/org/junit/tests/experimental/theories/runner/WhenNoParametersMatch.java,L8079,1,0,41,0,0,0,13,0
903,L8084,WithDataPointMethod.java,src/test/java/org/junit/tests/experimental/theories/runner/WithDataPointMethod.java,L8079,1,0,122,0,0,0,10,0
904,L8085,WithExtendedParameterSources.java,src/test/java/org/junit/tests/experimental/theories/runner/WithExtendedParameterSources.java,L8079,1,0,121,0,0,0,1,0
905,L8086,WithOnlyTestAnnotations.java,src/test/java/org/junit/tests/experimental/theories/runner/WithOnlyTestAnnotations.java,L8079,3,0,68,0,0,0,8,0
906,L282,JUnit4TestAdapter.java,src/main/java/junit/framework/JUnit4TestAdapter.java,L277,4,0,66,0,0,0,9,0
907,L283,JUnit4TestAdapterCache.java,src/main/java/junit/framework/JUnit4TestAdapterCache.java,L277,7,0,67,0,0,0,7,0
908,L292,TestSuite.java,src/main/java/junit/framework/TestSuite.java,L277,25,0,173,1,4,1,7,0
909,L1239,BaseTestRunner.java,src/main/java/junit/runner/BaseTestRunner.java,L1238,32,0,235,0,0,0,2,0
910,L1240,package-info.java,src/main/java/junit/runner/package-info.java,L1238,1,0,1,0,0,0,1,0
911,L1241,TestRunListener.java,src/main/java/junit/runner/TestRunListener.java,L1238,1,0,11,0,0,0,1,0
912,L1242,Version.java,src/main/java/junit/runner/Version.java,L1238,1,0,11,2,20,0,51,0
913,L1461,package-info.java,src/main/java/junit/textui/package-info.java,L1460,1,0,1,0,0,0,1,0
914,L1462,ResultPrinter.java,src/main/java/junit/textui/ResultPrinter.java,L1460,7,0,92,0,0,0,1,0
915,L1463,TestRunner.java,src/main/java/junit/textui/TestRunner.java,L1460,13,0,124,0,0,0,2,0
916,L2590,After.java,src/main/java/org/junit/After.java,L2589,1,0,9,0,0,0,1,0
917,L2591,AfterClass.java,src/main/java/org/junit/AfterClass.java,L2589,1,0,9,1,4,0,5,0
918,L2592,Assert.java,src/main/java/org/junit/Assert.java,L2589,21,0,223,0,0,0,20,2
919,L2593,Assume.java,src/main/java/org/junit/Assume.java,L2589,2,0,23,0,0,0,12,0
920,L2594,Before.java,src/main/java/org/junit/Before.java,L2589,1,0,9,0,0,0,2,0
